ERROR NR.:      1925; MESS:Unknown member SEEKLAUSEND.; CODE:RETURN thisform.seeklausend.journalid; PROC:unload; LINE:         1; ALIAS:COMDOKPROP recno: 124; VERSIA:; KPV:29.08.2024 15:12:42;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:With This; PROC:requery; LINE:         2; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:If !Empty(.sourcenimi) And Used(.sourcenimi); PROC:requery; LINE:         3; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:Select (.sourcenimi); PROC:requery; LINE:         4; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1939; MESS:WITH/ENDWITH mismatch.; CODE:Endwith; PROC:requery; LINE:        11; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         8; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:21;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:With This; PROC:requery; LINE:         2; ALIAS:COMEELARVEARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:If !Empty(.sourcenimi) And Used(.sourcenimi); PROC:requery; LINE:         3; ALIAS:COMEELARVEARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:Select (.sourcenimi); PROC:requery; LINE:         4; ALIAS:COMEELARVEARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:      1939; MESS:WITH/ENDWITH mismatch.; CODE:Endwith; PROC:requery; LINE:        11; ALIAS:COMEELARVEARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:36:37;
ERROR NR.:      1925; MESS:Unknown member CLCOMURITUS1.; CODE:.clcOMURITUS1.Requery(l_kpv  ); PROC:reload_libs; LINE:         4; ALIAS:COMTUNNUSARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:38:14;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT (this.sourcenimi); PROC:requery; LINE:         1; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:With This; PROC:requery; LINE:         2; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:If !Empty(.sourcenimi) And Used(.sourcenimi); PROC:requery; LINE:         3; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:Select (.sourcenimi); PROC:requery; LINE:         4; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1939; MESS:WITH/ENDWITH mismatch.; CODE:Endwith; PROC:requery; LINE:        11; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         8; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:46:42;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 17:50:43;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 17:50:43;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 17:50:43;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 17:50:43;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:15.11.2024 17:50:43;
ERROR NR.:      1925; MESS:Unknown member CLCOMKONTOD1.; CODE:.clcomKontod1.enabled = iif(aruanne_.kood4 = 1,.t.,.f.); PROC:lastnum_assign; LINE:        19; ALIAS:COMEELARVEARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:02;
ERROR NR.:      1925; MESS:Unknown member CLCOMURITUS1.; CODE:.clcOMURITUS1.Requery(l_kpv  ); PROC:reload_libs; LINE:         4; ALIAS:COMTUNNUSARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:02;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT (this.sourcenimi); PROC:requery; LINE:         1; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         8; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:51:05;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 17:53:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 17:53:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 17:53:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 17:53:00;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:15.11.2024 17:53:00;
ERROR NR.:      1925; MESS:Unknown member CLCOMKONTOD1.; CODE:.clcomKontod1.enabled = iif(aruanne_.kood4 = 1,.t.,.f.); PROC:lastnum_assign; LINE:        19; ALIAS:COMEELARVEARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:53:20;
ERROR NR.:      1925; MESS:Unknown member CLCOMURITUS1.; CODE:.clcOMURITUS1.Requery(l_kpv  ); PROC:reload_libs; LINE:         5; ALIAS:COMTUNNUSARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:53:45;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT (this.sourcenimi); PROC:requery; LINE:         1; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         9; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:54:18;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 17:58:07;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 17:58:07;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 17:58:07;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 538; VERSIA:; KPV:15.11.2024 17:58:07;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 539; VERSIA:; KPV:15.11.2024 17:58:07;
ERROR NR.:        13; MESS:Alias 'COMPVGRUPPREMOTE' is not found.; CODE:use in comPvGruppRemote; PROC:3GP403GR; LINE:         1; ALIAS:CURMENUREMOTE recno: 600; VERSIA:; KPV:15.11.2024 17:58:41;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 17:58:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 17:58:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 17:58:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 17:58:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:15.11.2024 17:58:45;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 17:58:55;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 17:58:55;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 17:58:55;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 17:58:55;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:15.11.2024 17:58:55;
ERROR NR.:      1925; MESS:Unknown member CLCOMURITUS1.; CODE:.clcOMURITUS1.Requery(l_kpv  ); PROC:reload_libs; LINE:         5; ALIAS:COMTUNNUSARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:27;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT (this.sourcenimi); PROC:requery; LINE:         1; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:31;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:With This; PROC:requery; LINE:         2; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:59:36;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:If !Empty(.sourcenimi) And Used(.sourcenimi); PROC:requery; LINE:         3; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:59:36;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:Select (.sourcenimi); PROC:requery; LINE:         4; ALIAS:COMALLIKADARUANNE recno: 411; VERSIA:; KPV:15.11.2024 17:59:36;
ERROR NR.:      1939; MESS:WITH/ENDWITH mismatch.; CODE:Endwith; PROC:requery; LINE:        11; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:59:36;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         9; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 17:59:37;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:40;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:40;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:40;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:40;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 17:59:40;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 18:01:21;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 18:01:21;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 18:01:21;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 18:01:21;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:15.11.2024 18:01:21;
ERROR NR.:      1925; MESS:Unknown member CLCOMURITUS1.; CODE:.clcOMURITUS1.Requery(l_kpv  ); PROC:reload_libs; LINE:         5; ALIAS:COMTUNNUSARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:02:46;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT (this.sourcenimi); PROC:requery; LINE:         1; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:01;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:With This; PROC:requery; LINE:         2; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:If !Empty(.sourcenimi) And Used(.sourcenimi); PROC:requery; LINE:         3; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1734; MESS:Property SOURCENIMI is not found.; CODE:Select (.sourcenimi); PROC:requery; LINE:         4; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1939; MESS:WITH/ENDWITH mismatch.; CODE:Endwith; PROC:requery; LINE:        11; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         9; ALIAS:COMALLIKADARUANNE recno: 1904; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:03:20;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 18:05:06;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 535; VERSIA:; KPV:15.11.2024 18:05:06;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 536; VERSIA:; KPV:15.11.2024 18:05:06;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 537; VERSIA:; KPV:15.11.2024 18:05:06;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 549; VERSIA:; KPV:15.11.2024 18:05:06;
ERROR NR.:      1925; MESS:Unknown member CLCOMURITUS1.; CODE:.clcOMURITUS1.Requery(l_kpv  ); PROC:reload_libs; LINE:         5; ALIAS:COMTUNNUSARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:25;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT (this.sourcenimi); PROC:requery; LINE:         1; ALIAS:COMALLIKADARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:31;
ERROR NR.:      1925; MESS:Unknown member CLCOMOBJEKT1.; CODE:.clcoMOBJEKT1.Requery(l_kpv  ); PROC:reload_libs; LINE:         9; ALIAS:COMKONTODARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:49;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:l_source = 'comTPRemote'; PROC:requery; LINE:         1; ALIAS:COMRAHAARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:53;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:If !Used(l_source); PROC:requery; LINE:         9; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:53;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:lError = oDb.readFromModel('libs\libraries\tegev', 'selectAsLibs', 'gRekv, guserid', l_source); PROC:requery; LINE:        10; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:53;
ERROR NR.:        12; MESS:Variable 'L_SOURCE' is not found.; CODE:Append From Dbf(l_source); PROC:requery; LINE:        18; ALIAS:COMTPARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:53;
ERROR NR.:      1238; MESS:No PARAMETER statement is found.; CODE:SELECT comRekvAruanne; PROC:requery; LINE:         1; ALIAS:COMTEGEVARUANNE recno: 1; VERSIA:; KPV:15.11.2024 18:05:54;
ERROR NR.:      1925; MESS:Unknown member TEST.; CODE:&lcString; PROC:CONNECT.CREATE_MENU_FROM_MODEL; LINE:       108; ALIAS:CURMENUREMOTE recno: 534; VERSIA:; KPV:15.11.2024 18:08:36;
